,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn
2375,134867,15796612,Ch'ang,527.0,France,Female,31.0,3,112203.25,1,1,0,182266.01,0
2376,161866,15682273,Burns,683.0,Germany,Female,38.0,3,127616.56,1,1,0,123846.07,0
2377,140753,15795839,Hsieh,590.0,France,Female,43.0,5,0.0,2,1,1,130138.98,0
2378,112992,15758056,T'ao,712.0,France,Male,37.0,3,0.0,1,1,0,4493.88,0
2379,80476,15621653,Chukwujamuike,597.0,Spain,Male,35.0,6,121162.88,1,1,1,175066.74,0
2380,54652,15728608,Walker,571.0,Spain,Female,45.0,8,0.0,1,1,1,26287.21,0
2381,99545,15640442,Yobachi,675.0,France,Female,33.0,3,95872.86,1,1,0,156792.89,0
2382,28156,15599533,Y?an,581.0,Spain,Female,40.0,3,123356.63,1,0,1,60584.33,0
2383,156862,15726313,Milne,790.0,France,Female,34.0,8,0.0,2,1,1,173989.47,0
2384,25701,15581295,Ch'ien,784.0,Spain,Male,41.0,7,0.0,1,1,1,143204.41,0
2385,39794,15723008,T'ang,593.0,France,Female,26.0,5,141223.68,1,1,1,71811.3,0
2386,48010,15772479,Napolitano,809.0,Germany,Female,37.0,4,166070.48,1,1,0,163563.07,1
2387,117112,15604073,Chiedozie,730.0,Germany,Female,31.0,5,111852.81,2,0,1,105760.01,0
2388,133890,15585915,Chukwujamuike,683.0,Spain,Male,34.0,5,111060.05,1,0,0,131023.41,0
2389,21501,15593365,Toscani,638.0,France,Female,33.0,5,0.0,2,1,1,56583.88,0
2390,50770,15620557,Greco,722.0,France,Female,34.0,10,101736.66,1,1,1,195651.66,1
2391,33037,15623668,Brown,773.0,Germany,Female,32.0,3,102827.44,2,1,1,24847.02,0
2392,38489,15616134,Toscani,850.0,France,Female,41.0,9,0.0,2,1,0,70780.8,0
2393,7137,15657868,Nwachinemelu,589.0,France,Male,32.0,4,0.0,2,1,0,103714.73,0
2394,48296,15648067,Walker,686.0,France,Male,37.0,7,0.0,2,1,1,123825.65,0
2395,105864,15641640,Aksenov,581.0,France,Male,33.0,7,0.0,2,1,0,74588.41,0
2396,71207,15811490,Tuan,751.0,Spain,Male,35.0,3,0.0,2,1,0,80149.53,0
2397,28806,15687094,Hs?,682.0,Spain,Female,33.0,8,0.0,2,1,1,114092.02,0
2398,9104,15611191,Jamieson,739.0,France,Female,39.0,4,0.0,2,1,1,58332.91,0
2399,95989,15670161,Chikelu,778.0,Spain,Male,39.0,1,0.0,2,0,0,133086.45,0
2400,18161,15652400,Ozoemena,645.0,France,Male,33.0,2,156021.31,1,1,0,153771.8,0
2401,16775,15802560,Obiajulu,591.0,France,Male,48.0,4,0.0,1,1,1,51871.95,1
2402,115367,15793034,Ch'ien,809.0,Germany,Male,39.0,4,137715.87,2,0,0,126817.73,0
2403,140960,15713975,Ts'ao,661.0,France,Male,43.0,3,0.0,2,1,0,105568.6,0
2404,98228,15686825,Ts'ao,697.0,France,Male,42.0,5,0.0,2,1,0,83022.25,0
2405,129509,15628583,Iweobiegbunam,709.0,France,Female,30.0,5,0.0,2,0,0,161388.22,0
2406,15496,15716347,Okwudiliolisa,684.0,France,Female,49.0,8,137714.09,1,1,1,171099.78,1
2407,56024,15591980,Chukwujamuike,556.0,Germany,Male,42.0,4,115915.53,2,1,1,125435.47,0
2408,140091,15692408,T'ang,697.0,France,Female,29.0,4,0.0,2,1,0,82647.65,0
2409,83399,15751628,Obiuto,585.0,Germany,Male,32.0,3,60374.98,1,1,0,147545.65,0
2410,22806,15679743,Genovesi,519.0,France,Female,33.0,7,0.0,2,1,1,130824.57,0
2411,62981,15603914,Biryukov,628.0,Spain,Male,25.0,9,0.0,2,1,0,140947.72,0
2412,154406,15750921,Monds,521.0,France,Male,37.0,5,105843.26,2,1,0,84908.2,1
2413,121525,15614813,Toscani,744.0,Spain,Male,40.0,7,0.0,2,1,1,147554.26,0
2414,134672,15597914,Ch'ang,594.0,Germany,Female,49.0,5,141784.02,1,1,0,177065.24,1
2415,66088,15730059,Fiorentini,638.0,France,Female,45.0,3,73348.96,1,1,1,134878.51,1
2416,14521,15586914,Y?an,686.0,France,Male,36.0,2,0.0,2,1,1,63981.53,0
2417,84561,15777315,Hill,633.0,Germany,Male,43.0,5,93616.35,1,0,0,98348.66,0
2418,133168,15648067,Onwuamaeze,636.0,France,Female,39.0,3,190125.43,2,1,0,21793.59,0
2419,88944,15590146,Shih,657.0,Germany,Female,34.0,8,92899.27,2,1,1,126369.55,0
2420,3142,15645200,Tseng,589.0,Germany,Male,34.0,8,132944.52,1,1,1,162756.29,0
2421,25934,15576723,Hsing,686.0,Germany,Male,47.0,8,133501.36,1,0,0,113096.39,1
2422,6846,15621893,Bellucci,754.0,France,Male,18.0,7,133550.67,1,1,1,46941.41,0
2423,48535,15710206,Pirozzi,677.0,Germany,Female,26.0,3,97720.35,2,1,0,170950.58,0
2424,63118,15569503,Yeh,765.0,France,Male,44.0,6,0.0,1,1,1,159899.97,0
2425,69422,15590094,Ch'iu,537.0,Germany,Male,38.0,1,122547.58,1,1,1,143980.12,0
2426,137895,15787699,Wood,792.0,Spain,Female,36.0,4,136659.74,1,1,1,14187.78,1
2427,64733,15646522,Yefremova,687.0,France,Male,34.0,9,0.0,2,1,0,158816.17,0
2428,1223,15762238,Maughan,589.0,Germany,Female,35.0,10,124577.23,2,1,0,823.24,0
2429,52127,15716609,Brierly,687.0,France,Male,42.0,6,0.0,1,1,1,113048.79,0
2430,2416,15634281,Ting,656.0,France,Female,39.0,6,0.0,2,1,0,676.48,0
2431,149669,15790336,Hsueh,588.0,France,Male,29.0,2,117731.02,1,1,0,102925.39,0
2432,109001,15676513,Y?,525.0,France,Female,33.0,8,116313.57,1,0,1,159418.1,0
2433,126665,15659327,Tuan,725.0,France,Female,34.0,3,0.0,2,1,1,76671.49,0
2434,109920,15731790,Butcher,581.0,France,Male,37.0,6,0.0,2,1,1,49829.8,0
2435,65447,15742210,Milne,634.0,Spain,Female,31.0,4,0.0,2,1,1,86638.41,0
2436,122476,15600554,Ch'ang,675.0,Germany,Male,45.0,5,125912.76,3,1,0,92408.38,1
2437,53329,15647975,Duncan,505.0,Germany,Female,51.0,6,109960.06,1,1,0,176570.28,1
2438,74301,15757537,Pisano,482.0,France,Male,19.0,7,0.0,2,1,0,173784.04,0
2439,151590,15672930,Shih,678.0,Spain,Female,38.0,9,0.0,1,1,0,133086.45,0
2440,117027,15703682,Kalinina,693.0,France,Male,29.0,6,0.0,2,0,1,108731.02,0
2441,154742,15691802,Okwudiliolisa,579.0,France,Male,54.0,4,0.0,1,1,0,92712.0,1
2442,65493,15803338,Kao,627.0,Spain,Male,32.0,4,0.0,2,0,1,86764.41,0
2443,72018,15638803,Tuan,634.0,France,Male,39.0,5,0.0,1,1,0,156598.23,0
2444,87347,15604536,Vachon,850.0,Germany,Female,31.0,8,164672.66,1,0,0,61936.22,1
2445,90,15690175,Fanucci,592.0,Spain,Male,32.0,7,0.0,2,1,1,140941.47,0
2446,14873,15571148,P'eng,671.0,France,Female,31.0,9,0.0,2,1,1,123870.38,0
2447,12263,15602845,Cremonesi,814.0,France,Female,51.0,2,0.0,2,1,0,141023.01,1
2448,145140,15714567,Chan,631.0,Spain,Female,29.0,6,0.0,2,0,0,166495.2,0
2449,129502,15649450,Ch'ang,687.0,Germany,Male,39.0,1,81623.67,2,0,0,92647.94,0
2450,156596,15604515,Hsiao,637.0,Spain,Female,48.0,2,0.0,2,1,0,180829.43,1
2451,83732,15754084,Nworie,707.0,France,Female,56.0,5,0.0,2,1,1,113792.22,1
2452,138862,15779904,Pisani,669.0,Spain,Male,38.0,6,0.0,2,1,1,141446.01,0
2453,32105,15686137,Barry,773.0,Spain,Male,33.0,1,141792.61,1,1,1,823.96,0
2454,89489,15761497,Chukwuhaenye,487.0,Spain,Male,29.0,9,0.0,2,1,1,56794.28,0
2455,76359,15584091,Chiawuotu,659.0,Germany,Female,42.0,9,118392.75,2,1,0,160828.98,1
2456,19688,15608845,Smith,572.0,Spain,Male,29.0,6,0.0,2,1,1,86910.17,0
2457,55074,15579892,Lo Duca,724.0,Germany,Female,36.0,0,126473.99,1,0,0,88698.83,1
2458,88249,15686983,Rohu,562.0,France,Female,25.0,6,0.0,2,1,0,131501.72,0
2459,51371,15781674,Hsieh,495.0,France,Female,57.0,4,0.0,1,1,0,84469.89,1
2460,80404,15649733,K'ung,727.0,France,Female,51.0,10,0.0,1,0,1,130755.9,0
2461,121707,15809309,Longo,619.0,France,Female,40.0,5,0.0,1,0,0,118313.38,1
2462,44414,15771249,Tung,653.0,France,Male,40.0,1,0.0,2,1,0,139048.0,0
2463,125040,15609083,Tretiakova,645.0,France,Male,26.0,5,0.0,1,1,1,100200.4,0
2464,34038,15724838,Fanucci,593.0,France,Male,41.0,8,152967.98,1,1,0,76566.75,0
2465,7049,15589480,O'Donnell,727.0,Spain,Male,32.0,2,0.0,2,1,1,143831.55,0
2466,55362,15624993,Ch'iu,671.0,France,Female,45.0,1,113853.97,1,0,0,65902.49,1
2467,27304,15764618,Ch'ien,815.0,Spain,Female,39.0,6,0.0,1,1,1,85167.88,0
2468,155182,15809823,Genovese,591.0,France,Male,27.0,3,106939.05,2,0,1,116816.56,0
2469,142837,15752507,Tardent,755.0,France,Female,37.0,9,0.0,1,1,0,167066.95,1
2470,52396,15781678,Pisani,498.0,France,Male,31.0,4,55732.92,2,1,1,126722.57,0
2471,63051,15783383,Kuo,591.0,Germany,Male,43.0,1,122793.96,2,1,1,121061.89,0
2472,144921,15785920,Black,575.0,France,Male,39.0,2,0.0,2,1,0,81259.25,0
2473,58322,15784099,Trevisani,699.0,France,Male,38.0,1,0.0,2,0,1,96832.82,0
2474,142603,15749019,Nnonso,645.0,Spain,Male,45.0,1,0.0,2,1,0,187734.49,0
2475,14055,15583392,Maclean,651.0,France,Female,37.0,5,0.0,1,1,1,131736.23,1
2476,118542,15681446,Mazzi,592.0,Spain,Male,45.0,5,0.0,2,1,0,70532.53,0
2477,75941,15763218,Hsieh,584.0,Spain,Male,32.0,1,0.0,2,1,1,123882.73,0
2478,155201,15574765,Mazzanti,574.0,France,Male,37.0,8,0.0,2,1,1,111698.0,0
2479,126544,15667416,Toscani,773.0,France,Female,43.0,2,0.0,2,1,1,176780.23,0
2480,152966,15681274,Marshall,560.0,France,Female,47.0,2,105473.74,1,1,0,46044.7,1
2481,135905,15716155,Shaw,710.0,Spain,Female,38.0,5,0.0,2,1,0,172618.52,0
2482,131634,15570857,Kambinachi,677.0,Germany,Male,38.0,4,111213.64,1,1,0,147578.26,0
2483,126484,15583090,Hsieh,583.0,France,Female,46.0,6,105519.58,1,0,0,173365.7,0
2484,109078,15603764,Nwachinemelu,614.0,France,Female,38.0,5,144591.96,1,0,1,175071.29,0
2485,87501,15617486,Sullivan,530.0,France,Male,32.0,3,109960.06,2,0,1,106714.28,0
2486,54513,15662532,Ch'ien,741.0,Germany,Male,46.0,3,127720.25,1,1,0,158742.02,1
2487,3308,15634281,Pugh,720.0,Germany,Female,43.0,10,110822.9,1,0,0,72861.94,1
2488,65996,15570194,K'ung,733.0,Germany,Male,34.0,2,110480.48,1,1,0,133537.58,0
2489,57685,15583849,Palerma,850.0,France,Male,33.0,3,0.0,2,1,0,199203.21,0
2490,159161,15702190,Gill,672.0,Germany,Male,37.0,4,120682.53,2,0,1,64515.5,0
2491,6320,15582749,Onwuatuegwu,675.0,France,Male,47.0,9,0.0,1,1,1,170622.44,0
2492,86386,15671345,Y?an,641.0,Germany,Male,30.0,2,111512.75,2,1,1,65951.65,0
2493,28336,15672610,Ugochukwu,665.0,Spain,Male,62.0,1,119009.67,2,1,1,181890.66,1
2494,114950,15648032,Hsing,605.0,Germany,Male,40.0,3,101528.61,1,1,1,131283.7,0
2495,110294,15723884,Dyer,670.0,Germany,Female,47.0,5,121535.6,2,1,0,114083.73,0
2496,126231,15662488,Baryshnikov,599.0,Spain,Male,34.0,4,0.0,2,1,0,123783.0,0
2497,75117,15710295,Gether,713.0,Germany,Female,50.0,4,111962.99,1,0,0,197634.11,1
2498,162630,15683479,T'ien,686.0,France,Male,29.0,7,0.0,1,1,0,142566.46,0
2499,160507,15663939,McIntyre,648.0,France,Male,38.0,3,0.0,1,1,0,64440.53,1
2500,122447,15584364,K?,744.0,France,Female,43.0,1,147813.05,2,0,1,24234.11,0
2501,108415,15591912,Nwagugheuzo,705.0,France,Female,41.0,7,114435.1,1,1,1,187826.79,1
2502,52359,15635240,Kosisochukwu,588.0,Spain,Male,26.0,7,152623.69,2,1,1,150218.78,0
2503,120827,15605916,Uvarova,633.0,France,Female,50.0,1,0.0,2,1,0,183399.12,0
2504,86186,15797329,Muir,678.0,France,Female,43.0,4,137638.69,1,1,1,130442.08,0
2505,62733,15746564,O'Sullivan,633.0,France,Male,42.0,1,0.0,2,1,1,157486.1,0
2506,2596,15629133,Black,651.0,France,Female,28.0,7,87842.98,1,1,0,128262.14,0
2507,44887,15665083,Trevisani,669.0,Germany,Male,24.0,1,108797.81,1,1,1,26260.98,1
2508,86975,15610686,Hs?eh,705.0,Spain,Male,39.0,4,100212.17,1,1,0,155876.76,0
2509,67749,15596510,Ts'ao,686.0,Spain,Male,33.0,4,122528.26,1,1,1,61581.6,0
2510,149430,15772798,Chikezie,711.0,France,Female,59.0,10,185966.64,1,1,0,9445.42,0
2511,164254,15615126,Cocci,780.0,France,Male,37.0,3,0.0,2,1,0,182156.81,0
2512,145403,15784099,Clark,726.0,France,Female,57.0,5,126875.62,1,1,0,128052.29,1
2513,131248,15783029,T'ang,669.0,France,Male,33.0,8,83492.07,1,0,0,152235.3,0
2514,54201,15761783,Alexander,666.0,France,Female,33.0,4,0.0,2,1,0,99800.87,0
2515,18085,15702571,Iloerika,573.0,France,Male,42.0,2,0.0,2,1,1,57951.32,0
2516,36127,15671387,Piccio,637.0,Spain,Female,29.0,7,0.0,2,1,0,154559.28,0
2517,25690,15672447,K?,577.0,France,Female,40.0,6,0.0,2,1,0,176924.21,0
2518,101374,15667588,Wright,577.0,Spain,Female,46.0,7,0.0,1,1,0,5791.85,1
2519,78352,15662758,K'ung,705.0,Spain,Male,38.0,2,0.0,2,1,1,181224.56,0
2520,153123,15707025,Chukwudi,652.0,Germany,Female,50.0,4,127864.4,1,0,0,82696.84,1
2521,65378,15655774,Booth,418.0,France,Male,33.0,7,0.0,2,0,1,88878.15,0
2522,46088,15627212,Smith,668.0,France,Female,50.0,9,0.0,2,1,0,48984.95,0
2523,26837,15808710,Onyekaozulu,684.0,Spain,Male,41.0,5,91092.13,2,1,1,91763.77,0
2524,74957,15783871,Ndubuagha,714.0,France,Male,46.0,4,0.0,2,0,0,132817.49,0
2525,28064,15784558,De Bernales,632.0,France,Female,31.0,9,0.0,2,0,0,67847.83,0
2526,73995,15768282,Uspensky,725.0,France,Male,38.0,3,0.0,2,1,1,58879.31,0
2527,116354,15654700,Hsia,686.0,France,Male,31.0,1,0.0,2,1,1,180598.66,0
2528,27347,15694717,Pinto,542.0,France,Male,27.0,7,153610.61,2,1,0,176921.0,0
2529,157990,15777046,Ch'ien,724.0,France,Female,33.0,5,0.0,1,1,0,823.61,0
2530,74701,15694860,Chukwumaobim,529.0,Spain,Male,38.0,7,0.0,1,0,0,121841.58,0
2531,55905,15776211,Toscani,678.0,France,Female,34.0,6,0.0,1,1,1,124592.84,0
2532,157218,15706762,Dyer,579.0,France,Male,37.0,9,0.0,2,1,0,171463.83,0
2533,58516,15750765,Onuoha,584.0,Spain,Female,40.0,9,0.0,2,1,0,16081.62,0
2534,2975,15757877,Rishel,584.0,Spain,Male,34.0,7,0.0,2,1,0,155879.57,0
2535,18872,15757952,Walker,695.0,France,Male,23.0,2,0.0,1,1,0,127095.14,0
2536,71726,15775625,McKenzie,697.0,France,Male,40.0,7,0.0,2,0,1,74835.65,0
2537,10174,15761332,Scott,545.0,France,Male,29.0,10,0.0,2,1,0,120531.31,0
2538,87766,15772250,Hart,700.0,Spain,Female,20.0,5,0.0,1,1,0,182691.31,0
2539,43447,15789815,Fallaci,602.0,France,Female,36.0,9,148249.54,1,0,0,33738.27,0
2540,128658,15793325,Hs?,792.0,France,Female,33.0,4,89968.99,1,1,0,138700.93,0
2541,78320,15808044,Ts'ui,580.0,France,Female,36.0,9,106804.26,3,1,0,107890.69,1
2542,3834,15771299,Lucciano,633.0,Spain,Male,27.0,5,0.0,2,0,1,75927.35,0
2543,117921,15600651,Ts'ui,554.0,France,Male,30.0,3,123674.52,1,1,1,96881.2,0
2544,161604,15591257,Shao,529.0,France,Male,40.0,5,148846.39,2,1,1,105887.44,0
2545,43341,15600974,Ofodile,516.0,Germany,Male,45.0,8,114422.85,2,1,1,104678.78,0
2546,120220,15702968,Henty,708.0,Spain,Female,72.0,1,0.0,2,1,1,187776.49,0
2547,112007,15669411,Chidumaga,752.0,Spain,Female,34.0,6,147493.9,1,1,0,50454.7,1
2548,101875,15765857,Genovesi,637.0,Germany,Male,41.0,1,142412.13,1,1,0,28778.98,0
2549,155853,15652626,Chinedum,477.0,France,Female,37.0,7,0.0,2,1,1,170122.22,0
2550,31736,15674573,P'eng,667.0,Spain,Male,30.0,7,0.0,2,1,1,177092.16,0
2551,50236,15684868,Clements,682.0,France,Female,47.0,6,0.0,2,0,0,96444.22,0
2552,428,15659937,Yuriev,681.0,France,Male,35.0,6,0.0,2,1,1,149535.75,0
2553,35353,15795370,Matveyeva,626.0,France,Male,39.0,3,0.0,2,0,0,114092.52,0
2554,44812,15603481,Robinson,722.0,Spain,Female,36.0,1,0.0,2,1,0,58442.25,0
2555,136086,15612109,Ts'ao,597.0,France,Male,22.0,9,0.0,2,0,1,183656.12,0
2556,2721,15687959,Ch'iu,739.0,Germany,Male,28.0,8,86915.41,1,1,1,173425.43,0
2557,118286,15752534,Mironov,744.0,France,Male,36.0,10,0.0,1,1,1,182867.84,1
2558,148704,15689955,Hsia,587.0,France,Male,22.0,2,0.0,1,0,1,171021.44,0
2559,144388,15758836,Godfrey,675.0,Spain,Male,36.0,2,54098.18,2,0,1,54478.52,0
2560,155866,15649024,Nkemakolam,663.0,France,Male,34.0,7,0.0,2,1,0,182728.8,0
2561,121472,15620936,Murray,590.0,France,Female,32.0,5,0.0,2,1,1,171021.44,0
2562,72017,15780144,Lo,592.0,France,Male,28.0,1,0.0,2,1,0,80120.19,0
2563,94074,15591279,Chiu,647.0,Germany,Female,51.0,4,93547.94,2,1,0,53793.1,0
2564,127611,15763148,Bergamaschi,631.0,France,Male,39.0,9,84719.98,1,0,0,191063.36,1
2565,156196,15568367,Chinedum,651.0,Germany,Female,38.0,5,115217.24,1,0,1,38190.44,0
2566,71540,15814331,Zito,709.0,Germany,Male,43.0,2,119127.46,3,1,1,55809.92,1
2567,88438,15593762,Ts'ao,736.0,Germany,Male,54.0,3,108477.31,1,1,0,137719.22,1
2568,109582,15591550,Tien,584.0,France,Male,41.0,3,0.0,2,1,1,96939.41,0
2569,147772,15572456,Udobata,705.0,Germany,Male,30.0,5,91857.42,1,1,0,97906.32,0
2570,158651,15612505,Okechukwu,804.0,France,Female,34.0,3,0.0,1,0,1,131521.72,0
2571,103092,15726354,Hsia,523.0,France,Female,40.0,4,0.0,1,1,0,166792.71,1
2572,80887,15569526,Piazza,593.0,Spain,Male,30.0,7,0.0,2,1,1,52629.73,0
2573,22142,15600357,Chinwendu,732.0,Spain,Female,33.0,7,152643.12,1,0,1,100423.41,0
2574,74371,15751148,Shih,717.0,France,Male,30.0,5,0.0,2,1,0,134595.83,0
2575,55095,15624343,Ting,682.0,France,Female,64.0,3,105569.43,1,1,1,169802.73,0
2576,51133,15681843,Shih,727.0,Spain,Male,31.0,0,130385.82,1,1,0,88890.75,0
2577,123609,15758831,Onwumelu,594.0,Spain,Male,35.0,3,0.0,2,1,1,89983.02,0
2578,107966,15762372,Ch'in,850.0,Spain,Female,40.0,2,0.0,2,1,0,49418.65,0
2579,140346,15601172,Genovesi,665.0,France,Female,31.0,4,120383.41,1,1,1,92357.21,0
2580,9396,15659736,Palerma,549.0,France,Male,35.0,2,0.0,2,0,1,76640.29,0
2581,156615,15803353,Nwoye,543.0,France,Female,38.0,8,116574.53,1,1,0,101371.63,0
2582,52615,15767821,Bearce,526.0,France,Male,35.0,7,0.0,2,1,0,80181.12,0
2583,51275,15806959,Macleod,695.0,France,Female,39.0,7,0.0,1,1,0,145936.13,1
2584,57942,15725997,Onyekachukwu,705.0,France,Male,36.0,7,0.0,2,1,1,148564.76,0
2585,147566,15714493,Francis,465.0,France,Male,31.0,6,125647.36,2,0,0,57541.08,0
2586,17908,15605918,Nnaife,712.0,France,Male,32.0,6,112211.61,1,1,1,149535.97,0
2587,23703,15782419,Hao,677.0,Spain,Female,38.0,8,0.0,2,1,1,175843.48,0
2588,51068,15660429,Ch'in,665.0,France,Female,42.0,9,156371.61,2,1,0,156774.94,0
2589,33419,15659599,Lucchesi,728.0,Spain,Female,30.0,7,113913.32,1,1,1,64854.47,0
2590,39209,15625023,Pirozzi,687.0,France,Male,37.0,8,0.0,2,1,0,187616.16,0
2591,11112,15749472,Onwuatuegwu,726.0,France,Female,26.0,5,0.0,2,1,0,90162.46,0
2592,42442,15670103,Scott,567.0,France,Male,35.0,9,0.0,2,1,0,57553.51,0
2593,90050,15648800,Biryukov,641.0,France,Female,34.0,5,0.0,2,1,0,89972.18,0
2594,121910,15734762,Lazarev,753.0,Germany,Male,24.0,7,101195.23,3,0,0,133091.32,0
2595,98913,15648881,L?,786.0,France,Male,44.0,5,124788.18,1,0,0,73977.23,1
2596,9402,15672056,Kenenna,710.0,Germany,Female,43.0,2,140080.32,3,1,1,157908.19,1
2597,121398,15809823,Chuang,663.0,Spain,Female,51.0,8,120530.51,1,0,1,143317.07,0
2598,78873,15777896,Biryukova,704.0,Spain,Male,42.0,9,0.0,2,0,1,48421.1,1
2599,85366,15603914,Ugochukwu,727.0,Spain,Male,38.0,9,108431.67,1,0,1,79633.37,0
2600,58527,15631392,T'ien,731.0,France,Male,40.0,2,0.0,1,0,0,122865.55,0
2601,159703,15645095,Ts'ao,732.0,Germany,Female,33.0,8,90560.3,2,1,0,56710.71,0
2602,29668,15665963,Obialo,682.0,France,Male,40.0,2,0.0,2,1,0,133871.51,0
2603,110089,15767414,Calabresi,591.0,France,Male,50.0,2,99886.42,2,1,1,88695.19,1
2604,97087,15733247,Ch'ien,712.0,Spain,Male,32.0,3,113696.38,1,0,1,52310.72,0
2605,138029,15570182,Pinto,652.0,France,Female,32.0,6,0.0,2,0,1,168822.01,0
2606,65528,15717898,Onwubiko,658.0,France,Female,36.0,3,137464.04,1,0,0,159737.56,0
2607,73399,15725028,Yobachi,599.0,France,Male,29.0,3,0.0,2,1,0,172668.43,0
2608,140979,15675794,Hsing,590.0,Germany,Male,33.0,9,152076.93,1,1,0,121840.2,0
2609,89601,15698528,Udegbunam,850.0,France,Female,49.0,8,0.0,1,1,0,64716.08,0
2610,89277,15642579,Chang,697.0,Germany,Female,33.0,1,128932.4,2,1,0,180712.52,0
2611,144323,15592412,Sun,713.0,Germany,Male,50.0,7,131038.14,1,1,0,74005.04,1
2612,23025,15579559,Chienezie,517.0,France,Male,25.0,4,0.0,1,0,1,120512.08,0
2613,896,15651740,Tien,679.0,Germany,Male,48.0,1,160903.2,2,1,1,74850.84,1
2614,36971,15751227,Ebelegbulam,807.0,France,Female,38.0,4,95120.59,2,0,0,127875.1,0
2615,69519,15713774,Okechukwu,684.0,France,Male,25.0,3,0.0,1,1,0,71830.1,0
2616,91677,15656263,Teng,599.0,France,Male,50.0,3,121159.65,1,0,0,4033.39,1
2617,116554,15656870,Chinwendu,730.0,Spain,Male,46.0,6,0.0,1,1,1,35644.79,0
2618,126232,15595874,Gorbunov,850.0,France,Female,36.0,1,0.0,1,1,0,187343.4,1
2619,79496,15771211,Chukwudi,605.0,France,Female,42.0,6,139973.65,3,1,0,137028.51,1
2620,72657,15652999,Yegorova,559.0,Germany,Male,23.0,3,121569.63,1,1,1,151349.35,0
2621,5856,15684441,Lucchesi,579.0,France,Female,32.0,7,0.0,1,1,1,57600.53,0
2622,121913,15794448,Trevisani,572.0,Spain,Male,48.0,10,91622.72,1,1,0,114448.1,0
2623,123868,15648638,Chia,629.0,Spain,Male,34.0,7,0.0,2,1,0,190347.72,0
2624,141986,15592326,Baker,583.0,France,Male,49.0,8,0.0,1,0,0,5571.59,1
2625,19682,15663828,Pagnotto,786.0,Spain,Female,31.0,8,0.0,2,1,0,128799.86,0
2626,111044,15673877,White,772.0,Spain,Female,33.0,8,0.0,1,0,0,196257.67,0
2627,3310,15576368,Fanucci,773.0,France,Female,36.0,3,137755.76,1,1,0,126281.83,1
2628,100598,15681562,Kerr,657.0,Spain,Female,42.0,3,0.0,1,0,0,168034.9,1
2629,20446,15774192,Nwankwo,716.0,France,Female,34.0,4,0.0,2,0,0,44251.33,0
2630,77698,15806447,Y?an,751.0,Spain,Male,29.0,10,0.0,1,0,1,79169.73,0
2631,2377,15802071,Levi,762.0,Germany,Male,33.0,1,117458.51,2,0,0,178361.48,0
2632,95956,15690673,Tsou,656.0,France,Female,39.0,6,167026.61,3,1,0,161848.03,1
2633,133875,15651369,Scott,643.0,Spain,Female,39.0,10,0.0,2,1,0,180962.32,0
2634,5237,15760093,Ndubueze,684.0,Germany,Male,43.0,2,131924.66,2,0,1,119817.16,0
2635,87223,15751177,Onyemauchechukwu,758.0,France,Female,53.0,9,0.0,1,1,0,112465.19,1
2636,67293,15771222,Trevisani,705.0,France,Male,22.0,8,0.0,2,0,0,124906.59,0
2637,1410,15700801,Eipper,850.0,Germany,Male,42.0,6,0.0,3,0,1,60021.34,1
2638,8288,15565706,Akobundu,663.0,Spain,Male,35.0,4,0.0,1,1,1,83256.26,1
2639,126536,15612594,Martin,673.0,France,Female,47.0,7,0.0,2,1,1,68820.09,0
2640,161089,15803842,Udegbulam,703.0,France,Female,32.0,8,0.0,2,1,1,106972.42,0
2641,149983,15683955,Nwachinemelu,628.0,France,Female,46.0,7,0.0,1,1,1,130442.08,1
2642,3746,15658852,Lettiere,632.0,France,Female,31.0,4,0.0,2,1,0,61531.86,0
2643,157865,15636444,Craig,718.0,Spain,Male,29.0,5,0.0,2,1,0,64490.67,0
2644,126566,15662232,Learmonth,547.0,Germany,Male,42.0,2,92616.64,1,1,0,86207.49,1
2645,75021,15794895,T'ien,676.0,Germany,Male,37.0,9,139196.0,1,1,1,168816.73,0
2646,115790,15623430,Hill,672.0,Spain,Male,34.0,9,0.0,2,1,0,161800.77,0
2647,113738,15704583,Toscani,694.0,Germany,Female,46.0,3,120777.88,1,1,1,168886.39,0
2648,151985,15707488,Daniels,560.0,France,Male,27.0,9,0.0,2,1,1,131919.48,0
2649,123875,15757617,H?,645.0,Spain,Male,39.0,6,0.0,2,1,1,167984.95,0
2650,153414,15777033,Tien,682.0,France,Male,36.0,6,0.0,2,1,1,82868.34,0
2651,79405,15814468,Wei,551.0,Spain,Female,38.0,7,121399.98,1,1,1,84508.44,0
2652,79392,15807120,Li,831.0,France,Female,40.0,3,0.0,1,1,0,169920.92,0
2653,152872,15749103,Moore,635.0,Germany,Male,43.0,6,82441.75,2,0,1,184017.98,0
2654,8197,15656330,Macleod,592.0,France,Male,29.0,0,0.0,1,1,1,137028.51,0
2655,123137,15662676,Eames,476.0,Spain,Female,43.0,2,0.0,1,1,1,116471.19,1
2656,120968,15596800,T'ien,745.0,Spain,Female,43.0,6,0.0,1,1,0,180593.45,0
2657,116078,15741921,Tung,637.0,Spain,Male,39.0,3,0.0,2,1,1,125710.53,0
2658,128777,15682834,Lu,529.0,Spain,Male,36.0,1,0.0,1,1,0,108419.41,0
